Variable:,tas
,Svalbard,"Administrative unit not available"
1901,-8.86,-8.81
1902,-9.12,-9.09
1903,-8.89,-8.85
1904,-8.93,-8.89
1905,-8.88,-8.84
1906,-8.91,-8.87
1907,-8.80,-8.75
1908,-8.88,-8.83
1909,-8.94,-8.90
1910,-8.86,-8.81
1911,-8.81,-8.76
1912,-12.19,-12.11
1913,-9.34,-9.28
1914,-10.48,-10.41
1915,-11.40,-11.33
1916,-11.47,-11.40
1917,-13.60,-13.51
1918,-9.47,-9.41
1919,-10.02,-9.96
1920,-7.64,-7.59
1921,-9.05,-9.00
1922,-7.46,-7.42
1923,-7.79,-7.75
1924,-7.82,-7.78
1925,-8.02,-7.97
1926,-9.29,-9.23
1927,-9.40,-9.35
1928,-8.89,-8.83
1929,-9.75,-9.68
1930,-7.38,-7.34
1931,-7.36,-7.32
1932,-8.59,-8.53
1933,-7.02,-6.97
1934,-6.69,-6.64
1935,-7.80,-7.76
1936,-8.08,-8.04
1937,-6.29,-6.26
1938,-5.95,-5.91
1939,-7.60,-7.56
1940,-8.65,-8.60
1941,-9.47,-9.41
1942,-8.90,-8.85
1943,-8.56,-8.51
1944,-7.65,-7.61
1945,-8.22,-8.17
1946,-7.99,-7.94
1947,-8.54,-8.49
1948,-9.49,-9.43
1949,-8.10,-8.05
1950,-7.09,-7.05
1951,-9.24,-9.19
1952,-8.64,-8.60
1953,-7.48,-7.44
1954,-6.60,-6.57
1955,-8.87,-8.83
1956,-7.45,-7.41
1957,-7.22,-7.18
1958,-8.33,-8.28
1959,-7.51,-7.46
1960,-8.10,-8.05
1961,-8.35,-8.30
1962,-9.74,-9.69
1963,-10.69,-10.63
1964,-8.32,-8.27
1965,-9.19,-9.14
1966,-10.28,-10.23
1967,-9.22,-9.18
1968,-10.95,-10.90
1969,-8.90,-8.86
1970,-9.19,-9.14
1971,-9.49,-9.44
1972,-6.68,-6.63
1973,-8.92,-8.87
1974,-6.80,-6.76
1975,-9.32,-9.27
1976,-7.43,-7.39
1977,-9.17,-9.12
1978,-9.77,-9.72
1979,-9.29,-9.25
1980,-9.13,-9.08
1981,-9.27,-9.23
1982,-8.93,-8.88
1983,-8.81,-8.76
1984,-6.20,-6.17
1985,-7.96,-7.93
1986,-8.76,-8.71
1987,-9.36,-9.31
1988,-10.26,-10.21
1989,-8.75,-8.69
1990,-6.79,-6.76
1991,-7.65,-7.60
1992,-7.73,-7.69
1993,-8.57,-8.52
1994,-8.24,-8.19
1995,-8.23,-8.18
1996,-7.90,-7.85
1997,-8.49,-8.44
1998,-8.46,-8.42
1999,-6.91,-6.87
2000,-6.85,-6.81
2001,-7.47,-7.42
2002,-7.05,-7.01
2003,-8.30,-8.24
2004,-6.77,-6.72
2005,-5.85,-5.81
2006,-5.62,-5.59
2007,-5.95,-5.92
2008,-6.58,-6.54
2009,-6.61,-6.57
2010,-6.86,-6.82
2011,-5.61,-5.58
2012,-5.07,-5.04
2013,-6.13,-6.09
2014,-5.79,-5.75
2015,-5.20,-5.16
2016,-3.86,-3.83
2017,-5.51,-5.48
2018,-5.25,-5.21
2019,-6.46,-6.42
2020,-6.06,-6.01
