"","Date","tmax","tmin","prcp"
"1",1898-01-01,40,29,0
"2",1898-01-02,36,26,0
"3",1898-01-03,44,24,0
"4",1898-01-04,42,24,0
"5",1898-01-05,46,30,0
"6",1898-01-06,40,27,0.12
"7",1898-01-07,36,17,0
"8",1898-01-08,35,24,0.01
"9",1898-01-09,29,15,0
"10",1898-01-10,31,12,0
"11",1898-01-11,30,14,0
"12",1898-01-12,34,11,0
"13",1898-01-13,40,18,0
"14",1898-01-14,42,NA,0
"15",1898-01-15,41,31,0.03
"16",1898-01-16,38,27,0
"17",1898-01-17,38,12,0.14
"18",1898-01-18,39,19,0
"19",1898-01-19,37,17,0.11
"20",1898-01-20,37,20,0
"21",1898-01-21,39,15,0
"22",1898-01-22,34,23,0.02
"23",1898-01-23,27,12,0.1
"24",1898-01-24,24,0,0.13
"25",1898-01-25,31,10,0
"26",1898-01-26,33,15,0
"27",1898-01-27,36,4,0
"28",1898-01-28,35,9,0
"29",1898-01-29,42,NA,0
"30",1898-01-30,39,6,0
"31",1898-01-31,28,11,0
"32",1898-02-01,49,21,0
"33",1898-02-02,45,21,0
"34",1898-02-03,NA,NA,0.08
"35",1898-02-04,42,27,0
"36",1898-02-05,41,26,0.06
"37",1898-02-06,48,31,0
"38",1898-02-07,44,33,0.08
"39",1898-02-08,43,24,0
"40",1898-02-09,40,23,0
"41",1898-02-10,42,33,0.08
"42",1898-02-11,39,32,0.14
"43",1898-02-12,52,35,0.04
"44",1898-02-13,45,30,0
"45",1898-02-14,45,30,0
"46",1898-02-15,54,29,0
"47",1898-02-16,49,24,0
"48",1898-02-17,40,17,0
"49",1898-02-18,39,NA,0
"50",1898-02-19,48,24,0
"51",1898-02-20,44,32,0.35
"52",1898-02-21,37,22,0
"53",1898-02-22,44,16,0
"54",1898-02-23,45,28,0
"55",1898-02-24,43,33,0
"56",1898-02-25,41,30,0
"57",1898-02-26,47,33,0
"58",1898-02-27,49,36,0.08
"59",1898-02-28,49,27,0
"60",1898-03-01,54,28,0
"61",1898-03-02,40,32,0
"62",1898-03-03,54,35,0
"63",1898-03-04,55,30,0
"64",1898-03-05,60,34,0
"65",1898-03-06,65,31,0
"66",1898-03-07,56,33,0.02
"67",1898-03-08,55,30,0
"68",1898-03-09,45,30,0
"69",1898-03-10,52,23,0
"70",1898-03-11,61,27,0
"71",1898-03-12,50,25,0
"72",1898-03-13,NA,NA,0
"73",1898-03-14,39,16,0.23
"74",1898-03-15,42,16,0.03
"75",1898-03-16,38,18,0
"76",1898-03-17,43,17,0
"77",1898-03-18,43,24,0
"78",1898-03-19,46,21,0
"79",1898-03-20,NA,NA,0
"80",1898-03-21,39,20,0.02
"81",1898-03-22,51,12,0
"82",1898-03-23,61,17,0
"83",1898-03-24,50,23,0
"84",1898-03-25,38,15,0.03
