"","Date","tmax","tmin","prcp"
"1",1893-01-01,54,42,NA
"2",1893-01-02,62,37,NA
"3",1893-01-03,57,40,NA
"4",1893-01-04,66,34,NA
"5",1893-01-05,64,44,NA
"6",1893-01-06,57,36,NA
"7",1893-01-07,61,32,NA
"8",1893-01-08,59,36,NA
"9",1893-01-09,61,27,NA
"10",1893-01-10,54,35,NA
"11",1893-01-11,65,36,NA
"12",1893-01-12,64,36,0.02
"13",1893-01-13,55,34,NA
"14",1893-01-14,63,38,0
"15",1893-01-15,60,34,0.46
"16",1893-01-16,42,29,NA
"17",1893-01-17,43,36,0.36
"18",1893-01-18,47,38,1.1
"19",1893-01-19,42,35,0.4
"20",1893-01-20,40,25,NA
"21",1893-01-21,51,25,NA
"22",1893-01-22,56,32,NA
"23",1893-01-23,59,32,NA
"24",1893-01-24,61,33,NA
"25",1893-01-25,65,34,NA
"26",1893-01-26,68,45,NA
"27",1893-01-27,68,56,0
"28",1893-01-28,68,52,NA
"29",1893-01-29,69,48,NA
"30",1893-01-30,72,57,NA
"31",1893-01-31,75,58,NA
"32",1893-02-01,73,52,NA
"33",1893-02-02,76,59,0
"34",1893-02-03,72,50,0.4
"35",1893-02-04,52,42,0.11
"36",1893-02-05,70,47,NA
"37",1893-02-06,74,57,NA
"38",1893-02-07,69,43,0
"39",1893-02-08,60,39,NA
"40",1893-02-09,74,49,NA
"41",1893-02-10,73,64,0.05
"42",1893-02-11,68,52,0.16
"43",1893-02-12,52,45,0.11
"44",1893-02-13,63,39,NA
"45",1893-02-14,78,55,NA
"46",1893-02-15,76,68,0.13
"47",1893-02-16,77,69,0.09
"48",1893-02-17,72,52,0.09
"49",1893-02-18,62,40,NA
"50",1893-02-19,70,40,NA
"51",1893-02-20,71,48,NA
"52",1893-02-21,66,59,0.08
"53",1893-02-22,66,42,NA
"54",1893-02-23,71,34,NA
"55",1893-02-24,68,50,0
"56",1893-02-25,70,53,0.08
"57",1893-02-26,62,52,0.31
"58",1893-02-27,79,59,0.17
"59",1893-02-28,70,43,NA
"60",1893-03-01,72,43,NA
"61",1893-03-02,69,58,1.03
"62",1893-03-03,72,65,0
"63",1893-03-04,70,35,NA
"64",1893-03-05,59,30,NA
"65",1893-03-06,69,36,NA
"66",1893-03-07,72,50,NA
"67",1893-03-08,71,57,0.39
"68",1893-03-09,76,49,NA
"69",1893-03-10,75,48,NA
"70",1893-03-11,73,59,NA
"71",1893-03-12,73,44,NA
"72",1893-03-13,75,49,NA
"73",1893-03-14,69,55,NA
"74",1893-03-15,63,41,NA
"75",1893-03-16,NA,45,0.5
"76",1893-03-17,58,51,2.75
"77",1893-03-18,52,37,NA
"78",1893-03-19,64,35,0
"79",1893-03-20,60,49,0.25
"80",1893-03-21,76,55,0.7
"81",1893-03-22,76,59,NA
"82",1893-03-23,82,65,NA
"83",1893-03-24,79,66,NA
"84",1893-03-25,74,53,NA
"85",1893-03-26,71,51,NA
"86",1893-03-27,66,44,NA
"87",1893-03-28,68,47,0.03
"88",1893-03-29,61,43,NA
"89",1893-03-30,67,38,NA
"90",1893-03-31,72,42,NA
"91",1893-04-01,77,56,NA
"92",1893-04-02,80,61,NA
"93",1893-04-03,79,59,NA
"94",1893-04-04,83,67,NA
"95",1893-04-05,82,65,NA
"96",1893-04-06,81,63,NA
"97",1893-04-07,84,67,NA
"98",1893-04-08,83,67,NA
"99",1893-04-09,83,68,NA
"100",1893-04-10,85,68,NA
"101",1893-04-11,86,70,NA
"102",1893-04-12,85,70,0.04
"103",1893-04-13,86,70,NA
"104",1893-04-14,79,60,1.31
"105",1893-04-15,64,50,NA
"106",1893-04-16,71,55,NA
"107",1893-04-17,71,50,NA
"108",1893-04-18,77,48,0.29
"109",1893-04-19,79,63,0.01
"110",1893-04-20,70,49,NA
"111",1893-04-21,76,48,NA
"112",1893-04-22,77,48,NA
"113",1893-04-23,79,55,NA
"114",1893-04-24,85,55,NA
"115",1893-04-25,85,69,NA
"116",1893-04-26,82,71,NA
"117",1893-04-27,84,74,0.34
"118",1893-04-28,85,67,NA
"119",1893-04-29,86,69,NA
"120",1893-04-30,84,72,NA
"121",1893-05-01,85,72,0.27
"122",1893-05-02,76,65,3.11
"123",1893-05-03,74,57,0.13
"124",1893-05-04,79,55,NA
"125",1893-05-05,84,61,NA
"126",1893-05-06,86,72,NA
"127",1893-05-07,81,60,0.38
"128",1893-05-08,85,67,0.16
"129",1893-05-09,85,67,4.67
"130",1893-05-10,81,65,NA
"131",1893-05-11,81,67,NA
"132",1893-05-12,81,63,NA
"133",1893-05-13,84,66,NA
"134",1893-05-14,82,68,0.47
"135",1893-05-15,89,69,0.98
"136",1893-05-16,80,67,NA
"137",1893-05-17,76,57,NA
