"","Date","tmax","tmin","prcp"
"1",1889-01-01,29,21,0
"2",1889-01-02,35,23,0
"3",1889-01-03,39,20,0
"4",1889-01-04,37,32,0
"5",1889-01-05,32,20,0
"6",1889-01-06,34,27,0
"7",1889-01-07,34,25,0
"8",1889-01-08,33,24,0.03
"9",1889-01-09,33,30,0.54
"10",1889-01-10,24,16,0.1
"11",1889-01-11,21,17,0.01
"12",1889-01-12,23,15,0.02
"13",1889-01-13,22,9,0
"14",1889-01-14,24,13,0.01
"15",1889-01-15,33,5,0.24
"16",1889-01-16,42,25,0.74
"17",1889-01-17,30,20,0.3
"18",1889-01-18,7,1,0.02
"19",1889-01-19,11,-13,0
"20",1889-01-20,20,7,0.06
"21",1889-01-21,21,7,0
"22",1889-01-22,28,7,0.01
"23",1889-01-23,34,23,0
"24",1889-01-24,38,28,0.03
"25",1889-01-25,41,24,0
"26",1889-01-26,8,4,0.12
"27",1889-01-27,15,0,0.01
"28",1889-01-28,19,0,0
"29",1889-01-29,19,1,0
"30",1889-01-30,17,6,0.09
"31",1889-01-31,20,6,0.17
"32",1889-02-01,11,-11,0.06
"33",1889-02-02,28,8,0.2
"34",1889-02-03,4,-12,0
"35",1889-02-04,15,16,0.08
"36",1889-02-05,-5,-19,0
"37",1889-02-06,0,-19,0
"38",1889-02-07,15,-7,0
"39",1889-02-08,20,5,0.02
"40",1889-02-09,18,7,0
"41",1889-02-10,22,-4,0.01
"42",1889-02-11,18,7,0.04
"43",1889-02-12,4,-8,0
"44",1889-02-13,8,-14,0
"45",1889-02-14,23,-12,0.01
"46",1889-02-15,23,-2,0
"47",1889-02-16,32,22,1.1
"48",1889-02-17,32,19,0.2
"49",1889-02-18,20,6,0.02
"50",1889-02-19,19,10,0.04
"51",1889-02-20,12,2,0.01
"52",1889-02-21,29,1,0.09
"53",1889-02-22,-7,-12,0.26
"54",1889-02-23,-4,-15,0.52
"55",1889-02-24,0,-15,0
"56",1889-02-25,16,-18,0
"57",1889-02-26,25,0,0
"58",1889-02-27,30,20,0.01
"59",1889-02-28,32,25,0
"60",1889-03-01,36,18,0
"61",1889-03-02,34,24,0
"62",1889-03-03,42,19,0
"63",1889-03-04,36,31,0
"64",1889-03-05,42,19,0.01
"65",1889-03-06,35,31,0
"66",1889-03-07,28,23,0
"67",1889-03-08,20,15,0.02
"68",1889-03-09,22,12,0.01
"69",1889-03-10,26,17,0
"70",1889-03-11,38,17,0.01
"71",1889-03-12,36,20,0
"72",1889-03-13,28,14,0.02
"73",1889-03-14,22,15,0.03
"74",1889-03-15,37,22,0.04
"75",1889-03-16,46,35,0
"76",1889-03-17,44,32,0.03
"77",1889-03-18,46,30,0
"78",1889-03-19,44,26,0
"79",1889-03-20,46,26,0
"80",1889-03-21,45,22,0
"81",1889-03-22,46,27,0
"82",1889-03-23,55,26,0
"83",1889-03-24,38,25,0
"84",1889-03-25,30,13,0
"85",1889-03-26,42,23,0.01
"86",1889-03-27,32,23,0.01
"87",1889-03-28,33,13,0.07
"88",1889-03-29,15,10,0.03
"89",1889-03-30,34,8,0.02
"90",1889-03-31,39,24,0
"91",1889-04-01,36,24,0
"92",1889-04-02,41,30,0
"93",1889-04-03,42,31,0.06
"94",1889-04-04,38,24,0
"95",1889-04-05,35,10,0.05
"96",1889-04-06,49,25,0
"97",1889-04-07,54,25,0
"98",1889-04-08,55,36,0
"99",1889-04-09,52,33,0
"100",1889-04-10,62,26,0
"101",1889-04-11,56,33,0
"102",1889-04-12,46,30,0
"103",1889-04-13,37,25,0
"104",1889-04-14,49,25,0
"105",1889-04-15,54,28,0
"106",1889-04-16,60,30,0
"107",1889-04-17,64,38,0
"108",1889-04-18,62,38,0
"109",1889-04-19,58,44,0.3
"110",1889-04-20,64,33,0.02
"111",1889-04-21,38,34,0.11
"112",1889-04-22,48,26,0
"113",1889-04-23,47,35,0.54
"114",1889-04-24,52,40,0.3
"115",1889-04-25,40,36,0.01
"116",1889-04-26,58,33,0
"117",1889-04-27,59,37,0
"118",1889-04-28,46,36,0.31
"119",1889-04-29,33,30,0.62
"120",1889-04-30,33,30,0.05
"121",1889-05-01,42,29,0
"122",1889-05-02,48,33,0
"123",1889-05-03,58,31,0
"124",1889-05-04,66,39,0
"125",1889-05-05,73,37,0
"126",1889-05-06,74,48,0
"127",1889-05-07,84,52,0
"128",1889-05-08,80,54,0.02
"129",1889-05-09,84,55,0
"130",1889-05-10,62,44,0.1
"131",1889-05-11,54,39,0
"132",1889-05-12,71,35,0
"133",1889-05-13,72,41,0
"134",1889-05-14,50,39,0
"135",1889-05-15,41,35,0.44
"136",1889-05-16,50,42,0.04
"137",1889-05-17,58,48,0.01
"138",1889-05-18,79,41,0.46
"139",1889-05-19,61,46,0.23
"140",1889-05-20,51,44,0.02
"141",1889-05-21,45,38,0.03
"142",1889-05-22,47,38,0.01
"143",1889-05-23,48,34,0.11
"144",1889-05-24,48,39,0.1
"145",1889-05-25,52,30,0
"146",1889-05-26,63,32,0
"147",1889-05-27,48,36,0.78
"148",1889-05-28,38,31,0.03
"149",1889-05-29,47,36,0
"150",1889-05-30,54,39,0
"151",1889-05-31,50,39,0.16
"152",1889-06-01,52,42,1.48
"153",1889-06-02,50,43,0.08
"154",1889-06-03,50,42,0.22
"155",1889-06-04,52,45,0.6
"156",1889-06-05,54,44,0.14
"157",1889-06-06,70,38,0
"158",1889-06-07,72,43,0
"159",1889-06-08,64,43,0
"160",1889-06-09,55,43,0.39
"161",1889-06-10,66,42,0
"162",1889-06-11,64,44,0
"163",1889-06-12,75,45,0.01
"164",1889-06-13,61,46,0.09
"165",1889-06-14,66,45,0.39
"166",1889-06-15,68,45,0.25
"167",1889-06-16,75,45,0
"168",1889-06-17,77,49,0
"169",1889-06-18,75,47,0.02
"170",1889-06-19,64,52,0.3
"171",1889-06-20,68,50,0.02
"172",1889-06-21,59,50,0.54
"173",1889-06-22,57,46,0.04
"174",1889-06-23,63,42,0
"175",1889-06-24,70,41,0
"176",1889-06-25,72,45,0
"177",1889-06-26,62,50,1.26
"178",1889-06-27,69,45,0
"179",1889-06-28,69,48,0
"180",1889-06-29,78,57,0
"181",1889-06-30,85,55,0
"182",1889-07-01,83,58,0
"183",1889-07-02,83,64,0
"184",1889-07-03,66,50,0.45
"185",1889-07-04,66,47,0
"186",1889-07-05,67,48,0
"187",1889-07-06,80,55,0
"188",1889-07-07,78,60,0
"189",1889-07-08,88,62,0
"190",1889-07-09,81,54,0
"191",1889-07-10,65,53,1.01
"192",1889-07-11,80,49,0
"193",1889-07-12,76,54,0
"194",1889-07-13,65,52,0.02
"195",1889-07-14,69,49,0
"196",1889-07-15,68,51,0.02
"197",1889-07-16,73,50,0
"198",1889-07-17,79,52,0
"199",1889-07-18,71,58,0.11
"200",1889-07-19,64,53,0.01
"201",1889-07-20,67,47,0
"202",1889-07-21,79,45,0
"203",1889-07-22,67,56,0.23
"204",1889-07-23,63,50,0
"205",1889-07-24,68,46,0
"206",1889-07-25,75,47,0
"207",1889-07-26,67,52,0.02
"208",1889-07-27,76,57,1.03
"209",1889-07-28,69,56,0.06
"210",1889-07-29,70,53,0.4
"211",1889-07-30,64,50,0
"212",1889-07-31,66,49,0
"213",1889-08-01,73,54,0.13
"214",1889-08-02,66,58,0.05
"215",1889-08-03,61,57,0.07
"216",1889-08-04,55,48,0
"217",1889-08-05,68,43,0
"218",1889-08-06,74,44,0
"219",1889-08-07,78,48,0
"220",1889-08-08,68,57,0.48
"221",1889-08-09,67,56,0.02
"222",1889-08-10,61,51,0
"223",1889-08-11,67,47,0
"224",1889-08-12,69,50,0
"225",1889-08-13,58,53,1
"226",1889-08-14,66,56,0.44
"227",1889-08-15,63,51,0
"228",1889-08-16,65,52,0
"229",1889-08-17,69,47,0
"230",1889-08-18,70,52,0.01
"231",1889-08-19,73,58,0
"232",1889-08-20,68,57,0.57
"233",1889-08-21,64,61,0.06
"234",1889-08-22,69,52,0
"235",1889-08-23,69,50,0
"236",1889-08-24,71,50,0
"237",1889-08-25,72,58,0
"238",1889-08-26,74,58,0.01
"239",1889-08-27,77,60,0.01
"240",1889-08-28,84,60,0
"241",1889-08-29,74,61,0.22
"242",1889-08-30,81,47,0
"243",1889-08-31,77,49,0
"244",1889-09-01,75,52,0
"245",1889-09-02,80,56,0.36
"246",1889-09-03,78,60,0.65
"247",1889-09-04,76,64,0.52
"248",1889-09-05,58,55,0.63
"249",1889-09-06,71,48,0
"250",1889-09-07,74,54,0
"251",1889-09-08,76,54,0
"252",1889-09-09,75,56,0
"253",1889-09-10,74,60,0.01
"254",1889-09-11,78,57,0
"255",1889-09-12,78,58,0
"256",1889-09-13,75,54,0
"257",1889-09-14,75,60,0
"258",1889-09-15,59,50,0.58
"259",1889-09-16,61,38,0
"260",1889-09-17,53,49,0.84
"261",1889-09-18,52,45,0.5
"262",1889-09-19,56,41,0.05
"263",1889-09-20,48,41,0.06
"264",1889-09-21,47,39,0
"265",1889-09-22,58,34,0
"266",1889-09-23,58,46,0.18
"267",1889-09-24,68,52,0.17
"268",1889-09-25,56,48,0.33
"269",1889-09-26,48,41,0.02
"270",1889-09-27,41,36,0.04
"271",1889-09-28,49,37,0
"272",1889-09-29,70,40,0
"273",1889-09-30,56,47,0.66
"274",1889-10-01,46,41,0.36
"275",1889-10-02,45,30,0.12
